,label,cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
67,e,f,f,g,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
68,e,x,f,n,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
69,p,x,f,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
70,p,x,f,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
71,p,x,y,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
72,p,f,s,g,t,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
73,e,f,s,y,t,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
74,p,x,y,y,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
75,e,x,y,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
76,e,x,f,g,f,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
77,e,f,y,g,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
78,e,x,s,g,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
79,p,x,y,g,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
80,p,f,f,y,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
81,p,f,y,g,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
82,p,f,y,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
83,p,x,s,w,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
84,p,f,f,g,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
85,p,x,f,w,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
86,e,x,y,g,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
87,p,f,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
88,p,f,f,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
89,p,x,f,w,f,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
90,e,x,y,e,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
91,p,x,y,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
92,p,f,s,w,t,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g
93,p,x,f,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
94,e,f,f,n,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
95,e,x,y,g,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
96,p,f,f,n,f,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
97,e,x,y,e,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
98,e,x,s,w,t,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
99,p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
100,e,x,y,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
101,e,f,f,g,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
102,e,f,y,y,t,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
103,e,f,y,y,t,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
104,e,x,f,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
105,p,f,f,g,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
106,e,x,s,n,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
107,e,x,f,e,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
108,e,b,y,w,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
109,e,x,f,n,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
110,e,b,s,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
111,p,x,s,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
112,p,x,f,w,f,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d
113,e,x,y,y,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
114,p,x,f,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
115,p,x,f,p,f,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
116,e,f,y,e,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
117,e,f,f,n,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
118,p,x,s,b,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g
119,p,f,y,g,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
120,p,x,y,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
121,p,x,f,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
122,p,x,f,w,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
123,p,f,y,g,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
124,p,x,y,g,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
125,e,f,f,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
126,e,f,s,n,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
127,e,x,s,n,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
128,e,x,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
129,e,x,f,w,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
130,p,f,s,w,t,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
131,e,x,y,g,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
132,p,x,f,g,f,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
133,e,x,y,g,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
134,e,f,s,n,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
135,p,x,y,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
136,p,x,s,p,f,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
137,e,x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
138,p,f,y,g,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
139,p,x,f,g,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
140,p,f,s,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
141,e,x,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
142,e,x,f,n,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
143,e,x,s,w,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
144,e,x,f,g,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
145,e,f,y,g,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
146,p,f,s,w,t,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g
147,e,f,y,e,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
148,e,b,s,y,t,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
149,e,x,y,y,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
150,e,x,f,c,f,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
151,e,f,f,e,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
152,p,f,f,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
153,p,f,s,w,t,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
154,e,f,y,n,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
155,p,x,y,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
156,e,b,s,w,t,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
157,p,f,y,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
158,e,f,s,n,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
159,p,x,f,n,f,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
160,e,f,f,n,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
161,e,x,f,n,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
162,e,x,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
163,e,x,y,w,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
164,e,x,f,g,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
165,p,x,y,g,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
166,p,x,y,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
167,e,f,f,n,f,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
168,e,x,f,e,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
169,p,f,f,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
170,e,x,y,y,t,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
171,e,f,f,e,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
172,e,x,s,b,t,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
173,e,f,f,e,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
174,e,f,s,n,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
175,p,f,y,g,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
176,p,f,s,w,t,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
177,e,x,f,g,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
178,e,x,f,n,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
179,p,x,f,y,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
180,e,x,y,n,t,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
181,p,f,y,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
182,e,x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
183,e,f,y,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
184,e,x,s,w,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
185,p,f,s,b,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g
186,e,x,f,w,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
187,p,x,f,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
188,e,f,f,n,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
189,e,f,s,w,t,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
190,e,f,y,p,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
191,p,f,f,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
192,p,f,y,e,f,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
193,e,x,s,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
194,p,x,f,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
195,e,x,s,y,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
196,p,x,f,y,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
197,p,x,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
198,e,f,f,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
199,e,f,s,g,f,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
200,e,f,f,w,f,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
201,e,x,f,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
202,e,x,f,w,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
203,e,x,y,n,t,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
204,p,f,y,g,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
205,e,f,f,e,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
206,p,f,f,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
207,p,x,s,b,t,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g
208,p,f,s,w,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
209,p,f,f,g,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
210,p,x,y,y,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
211,e,f,f,e,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
212,e,x,s,w,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
213,p,f,f,n,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
214,p,f,s,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
215,e,x,f,g,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
216,e,x,s,w,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
217,e,f,s,n,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
218,e,f,y,g,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
219,p,f,s,g,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u
220,p,f,f,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
221,e,x,f,e,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
222,e,f,f,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
223,p,f,s,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
224,p,f,f,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
225,e,x,f,n,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
226,p,f,s,n,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
227,p,f,s,g,t,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u
228,e,f,f,y,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
229,p,f,y,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
230,e,b,y,y,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
231,e,f,f,e,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
232,e,f,f,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
233,e,x,y,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
234,p,b,y,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
235,p,x,f,p,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
236,e,b,s,y,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
237,e,x,f,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
238,e,x,f,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
239,e,f,f,g,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
240,e,x,f,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
241,p,x,s,g,f,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
242,e,x,y,e,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
243,e,f,f,g,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
244,p,x,y,y,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
245,p,x,f,g,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
246,p,c,y,w,t,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
247,p,f,y,g,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
248,e,x,y,g,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
249,p,x,y,g,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
250,p,x,s,n,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
251,p,f,f,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
252,e,f,y,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
253,e,f,y,g,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
254,e,f,y,y,t,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
255,e,x,f,n,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
256,e,f,f,g,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
257,e,f,s,g,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
258,e,x,f,n,f,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
259,p,x,y,y,t,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
260,p,x,s,w,f,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
261,p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
262,p,f,y,y,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
263,p,k,y,n,f,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
264,e,f,y,e,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
265,e,f,y,n,t,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
0,p,x,f,y,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
1,p,f,f,g,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
2,p,x,f,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
3,e,f,f,n,f,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
4,e,x,s,g,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
5,p,x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
6,e,x,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
7,e,x,y,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
8,e,x,f,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
9,e,f,s,w,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
10,e,x,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
11,e,x,y,e,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
12,e,x,f,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
13,e,f,y,p,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
14,e,f,y,n,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
15,p,x,f,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
16,e,f,f,n,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
17,p,b,s,p,t,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
18,e,b,y,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
19,p,x,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
20,p,f,y,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
21,e,x,y,e,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
22,p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
23,e,f,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
24,e,x,y,e,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
25,e,x,y,g,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
26,e,x,f,w,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
27,e,x,y,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
28,e,x,y,y,t,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
29,p,f,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
30,e,x,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
31,e,x,f,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
32,p,x,s,w,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
33,e,x,f,n,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
34,e,f,f,n,f,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
35,e,f,f,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
36,p,x,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
37,e,f,f,w,f,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
38,e,x,f,g,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
39,p,x,f,n,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
40,p,x,y,n,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
41,p,x,f,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
42,p,x,s,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
43,e,f,f,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
44,e,x,s,n,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
45,p,f,s,w,t,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
46,e,x,f,n,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
47,p,f,s,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
48,e,x,f,n,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
49,e,f,f,n,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
50,e,x,y,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
51,e,f,s,g,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
52,e,x,f,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
53,p,f,s,n,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
54,e,x,f,e,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
55,p,f,f,g,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
56,p,x,f,g,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
57,p,f,f,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
58,p,x,f,w,f,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
59,e,x,f,y,t,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
60,p,x,s,n,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
61,e,f,y,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
62,p,f,y,n,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
63,e,x,y,g,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
64,e,f,f,g,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
65,e,b,y,w,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
66,p,x,s,w,t,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u
67,p,f,y,y,f,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l
68,p,f,s,w,t,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
69,e,b,s,w,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
70,e,f,f,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
71,e,x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
72,e,x,s,y,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
73,e,x,y,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
74,e,x,s,n,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
75,e,x,y,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
76,p,f,f,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
77,e,f,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
78,e,f,f,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
79,e,f,y,n,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
80,e,x,y,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
81,p,f,s,b,t,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u
82,e,x,y,y,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
83,p,x,y,y,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
84,p,x,y,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
85,e,f,y,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
86,e,f,y,g,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
87,p,f,f,w,f,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
88,p,x,s,g,f,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
89,e,f,f,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
90,p,f,f,y,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
91,p,f,y,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
92,p,x,s,w,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
93,e,f,y,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
94,p,f,y,g,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
95,e,x,f,g,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
96,e,f,f,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
97,p,k,y,e,f,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
98,e,b,s,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
99,p,x,y,g,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
100,e,f,y,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
101,p,f,f,y,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
